frame, gt_idx, det_idx,  IoU, JIoU(det&gt), JIoU(det&gt_unc), JIoU ratio
001564,     4,      0,  0.93,   0.84,     0.91,     0.93
001564,     5,     10,  0.46,   0.52,     0.65,     0.79
001564,     6,     -1,  0.00,   0.00,     0.54,     0.00
001565,     0,      5,  0.91,   0.39,     0.29,     1.34
001565,     1,      0,  0.90,   0.80,     1.00,     0.80
001565,     2,      2,  0.87,   0.81,     0.89,     0.92
001565,     4,      3,  0.93,   0.84,     0.89,     0.95
001565,     5,      4,  0.89,   0.79,     0.65,     1.22
001567,     0,      0,  0.89,   0.79,     0.93,     0.85
001569,     1,      0,  0.90,   0.82,     0.90,     0.91
001569,     2,      1,  0.88,   0.82,     0.66,     1.25
001573,     2,      1,  0.87,   0.79,     1.00,     0.79
001573,     3,      2,  0.88,   0.78,     1.00,     0.78
001573,     4,      0,  0.91,   0.85,     0.91,     0.93
001573,     5,      4,  0.93,   0.83,     0.88,     0.95
001573,     6,      5,  0.94,   0.82,     0.66,     1.24
001573,     7,      6,  0.93,   0.55,     0.39,     1.41
001576,     0,      7,  0.86,   0.38,     0.28,     1.37
001576,     1,      0,  0.89,   0.76,     1.00,     0.76
001576,     2,      1,  0.93,   0.80,     1.00,     0.80
001576,     3,      4,  0.94,   0.85,     0.87,     0.97
001576,     4,      2,  0.84,   0.83,     0.83,     0.99
001576,     6,      6,  0.76,   0.66,     0.58,     1.14
001576,     8,      3,  0.82,   0.78,     0.85,     0.92
001579,     1,      1,  0.91,   0.81,     0.90,     0.89
001582,     2,      2,  0.92,   0.80,     0.93,     0.86
001582,     4,      3,  0.82,   0.82,     0.80,     1.02
001582,     5,      5,  0.75,   0.73,     0.84,     0.86
001583,     0,      0,  0.91,   0.79,     1.00,     0.79
001583,     3,      2,  0.80,   0.77,     0.88,     0.88
001583,     4,      8,  0.87,   0.73,     1.00,     0.73
001583,     5,      5,  0.89,   0.78,     0.89,     0.87
001583,     6,      3,  0.87,   0.80,     0.76,     1.05
001583,     7,     15,  0.84,   0.81,     0.76,     1.07
001583,     8,     13,  0.81,   0.49,     0.33,     1.48
001583,     9,      6,  0.76,   0.75,     0.65,     1.15
001583,    10,      9,  0.86,   0.80,     0.62,     1.28
001583,    11,     12,  0.88,   0.83,     0.75,     1.11
001583,    12,      7,  0.94,   0.89,     0.80,     1.10
001583,    13,      4,  0.94,   0.87,     0.87,     1.00
001583,    14,     14,  0.89,   0.36,     0.24,     1.48
001585,     0,      1,  0.89,   0.77,     0.90,     0.86
001585,     1,      0,  0.92,   0.78,     1.00,     0.78
001585,     3,      3,  0.93,   0.88,     0.84,     1.05
001585,     4,      2,  0.93,   0.72,     0.59,     1.22
001586,     1,      0,  0.94,   0.76,     1.00,     0.76
001586,     2,      1,  0.93,   0.87,     0.86,     1.01
001586,     3,      4,  0.80,   0.76,     0.62,     1.23
001587,     0,      0,  0.73,   0.69,     0.64,     1.08
001588,     2,      1,  0.79,   0.85,     0.70,     1.22
001589,     3,      0,  0.93,   0.86,     0.84,     1.03
001590,     1,      0,  0.96,   0.78,     1.00,     0.78
001590,     2,      3,  0.82,   0.76,     0.92,     0.83
001590,     3,      2,  0.81,   0.81,     0.89,     0.91
001590,     4,      4,  0.92,   0.86,     0.85,     1.02
001590,     5,      5,  0.81,   0.81,     0.65,     1.25
001591,     0,      2,  0.94,   0.78,     1.00,     0.78
001591,     1,      0,  0.90,   0.78,     1.00,     0.78
001591,     2,      1,  0.93,   0.81,     0.91,     0.89
001591,     3,      3,  0.90,   0.83,     0.81,     1.03
001591,     4,      4,  0.88,   0.83,     0.88,     0.94
001591,     6,      6,  0.94,   0.89,     0.82,     1.09
001591,     7,      7,  0.79,   0.81,     0.71,     1.15
001592,     1,      0,  0.88,   0.78,     1.00,     0.78
001592,     3,      1,  0.86,   0.82,     0.92,     0.89
001592,     4,      3,  0.88,   0.80,     0.94,     0.85
001592,     5,      2,  0.88,   0.85,     0.89,     0.95
001592,     6,     -1,  0.00,   0.00,     0.43,     0.00
001592,     7,      6,  0.82,   0.84,     0.74,     1.13
001594,     1,      0,  0.89,   0.85,     0.89,     0.96
001594,     2,      1,  0.86,   0.77,     0.65,     1.18
001594,     4,      3,  0.85,   0.67,     0.49,     1.38
001596,     2,      4,  0.86,   0.73,     1.00,     0.73
001596,     3,     11,  0.83,   0.77,     0.82,     0.93
001596,     4,      5,  0.83,   0.82,     0.82,     1.00
001596,     5,      0,  0.92,   0.78,     1.00,     0.78
001596,     6,      2,  0.94,   0.85,     0.89,     0.96
001596,     7,     10,  0.81,   0.78,     0.73,     1.08
001596,     9,      9,  0.87,   0.43,     0.30,     1.40
001596,    12,      7,  0.89,   0.49,     0.37,     1.35
001597,     1,      2,  0.92,   0.89,     0.83,     1.08
001597,     3,      1,  0.85,   0.79,     0.88,     0.89
001597,     4,      3,  0.57,   0.56,     0.43,     1.31
001600,     2,      1,  0.74,   0.77,     0.80,     0.96
001602,     0,      2,  0.80,   0.70,     0.94,     0.74
001602,     1,      3,  0.70,   0.76,     0.84,     0.91
001602,     2,      4,  0.85,   0.84,     0.84,     1.00
001602,     3,      5,  0.76,   0.78,     0.83,     0.94
001602,     4,      6,  0.56,   0.65,     0.67,     0.97
001602,     7,      1,  0.90,   0.79,     0.94,     0.85
001603,     1,      2,  0.90,   0.83,     0.92,     0.91
001603,     2,      0,  0.94,   0.79,     1.00,     0.79
001603,     3,      3,  0.82,   0.82,     0.81,     1.02
001603,     4,      1,  0.97,   0.83,     0.92,     0.91
001603,     5,      5,  0.90,   0.85,     0.87,     0.97
001603,     6,      4,  0.91,   0.89,     0.80,     1.10
001603,     8,      7,  0.89,   0.81,     0.61,     1.33
001603,     9,     -1,  0.00,   0.00,     0.41,     0.00
001605,     0,      0,  0.93,   0.75,     1.00,     0.75
001605,     1,      1,  0.90,   0.80,     0.91,     0.87
001606,     3,      6,  0.84,   0.80,     0.66,     1.21
001606,     5,      5,  0.81,   0.48,     0.34,     1.41
001606,     6,      1,  0.95,   0.81,     0.92,     0.88
001610,     0,      1,  0.87,   0.79,     1.00,     0.79
001610,     1,      0,  0.78,   0.79,     0.95,     0.83
001610,     2,      2,  0.89,   0.80,     0.93,     0.86
001610,     3,      3,  0.90,   0.83,     0.93,     0.90
001610,     4,      4,  0.92,   0.87,     0.86,     1.01
001610,     9,      5,  0.89,   0.89,     0.78,     1.15
001615,     1,      2,  0.88,   0.36,     0.24,     1.46
001616,     0,      3,  0.85,   0.59,     0.49,     1.23
001616,     1,      2,  0.95,   0.78,     1.00,     0.78
001616,     2,      1,  0.86,   0.81,     0.86,     0.95
001616,     4,      6,  0.92,   0.85,     0.81,     1.05
001616,     5,      0,  0.94,   0.83,     0.92,     0.90
001616,     6,     -1,  0.00,   0.00,     0.43,     0.00
001616,     7,      4,  0.87,   0.85,     0.81,     1.05
001616,     9,     -1,  0.00,   0.00,     0.62,     0.00
001617,     1,      0,  0.83,   0.84,     0.69,     1.23
001619,     0,      0,  0.85,   0.74,     1.00,     0.74
001621,     0,      1,  0.78,   0.73,     0.89,     0.83
001621,     1,      2,  0.68,   0.81,     0.77,     1.05
001625,     0,      4,  0.88,   0.49,     0.38,     1.29
001625,     1,      0,  0.92,   0.80,     1.00,     0.80
001625,     2,      5,  0.84,   0.82,     0.86,     0.96
001625,     3,      1,  0.94,   0.84,     0.92,     0.91
001625,     4,      2,  0.96,   0.81,     0.92,     0.87
001625,     5,      6,  0.73,   0.76,     0.75,     1.03
001625,     6,      7,  0.89,   0.84,     0.71,     1.19
001625,     9,     11,  0.88,   0.76,     0.72,     1.05
001625,    10,      8,  0.88,   0.67,     0.52,     1.30
001627,     0,      0,  0.67,   0.65,     0.84,     0.77
001627,     2,      1,  0.95,   0.86,     0.83,     1.03
001629,     1,      0,  0.77,   0.71,     0.94,     0.76
001631,     0,      0,  0.89,   0.77,     1.00,     0.77
001631,     1,      1,  0.87,   0.81,     0.88,     0.92
001631,     2,      2,  0.80,   0.79,     0.73,     1.08
001633,     2,      0,  0.86,   0.85,     0.82,     1.03
001633,     3,      5,  0.80,   0.69,     0.89,     0.78
001633,     4,      3,  0.85,   0.82,     0.87,     0.95
001634,     2,      2,  0.91,   0.85,     0.88,     0.96
001634,     3,      5,  0.85,   0.86,     0.80,     1.07
001634,     4,      4,  0.84,   0.61,     0.47,     1.30
001634,     5,      9,  0.73,   0.67,     0.57,     1.19
001634,     6,      7,  0.88,   0.85,     0.72,     1.18
001634,     7,      6,  0.80,   0.81,     0.73,     1.10
001634,     8,      3,  0.69,   0.71,     0.78,     0.92
001634,     9,      8,  0.66,   0.72,     0.67,     1.06
001640,     0,      0,  0.84,   0.83,     0.92,     0.90
001640,     9,      3,  0.79,   0.74,     0.73,     1.02
001643,     0,      0,  0.93,   0.76,     1.00,     0.76
001643,     2,      3,  0.86,   0.69,     1.00,     0.69
001643,     3,      4,  0.81,   0.72,     0.92,     0.78
001643,     4,     14,  0.82,   0.71,     0.55,     1.28
001643,     5,      5,  0.82,   0.73,     0.91,     0.80
001643,     6,      6,  0.82,   0.73,     0.92,     0.79
001643,     7,      9,  0.78,   0.75,     0.80,     0.94
001643,     8,      8,  0.80,   0.77,     0.85,     0.91
001643,     9,     13,  0.85,   0.71,     0.51,     1.40
001643,    10,     17,  0.01,   0.61,     0.66,     0.92
001643,    12,      1,  0.93,   0.83,     0.90,     0.93
001643,    13,      7,  0.87,   0.69,     0.56,     1.23
001645,     0,      1,  0.94,   0.78,     1.00,     0.78
001645,     1,      0,  0.93,   0.81,     0.93,     0.87
001645,     2,      2,  0.92,   0.82,     0.93,     0.89
001645,     3,      3,  0.91,   0.75,     0.64,     1.17
001647,     0,      0,  0.92,   0.76,     1.00,     0.76
001647,     2,      1,  0.63,   0.61,     0.64,     0.95
001650,     1,      0,  0.19,   0.63,     0.80,     0.79
001656,     1,      1,  0.90,   0.77,     1.00,     0.77
001656,     2,      2,  0.90,   0.77,     1.00,     0.77
001658,     2,      1,  0.89,   0.79,     0.89,     0.89
001660,     0,      0,  0.89,   0.82,     0.91,     0.90
001660,     1,      1,  0.80,   0.79,     0.83,     0.95
001662,     2,      3,  0.91,   0.79,     0.94,     0.84
001662,     3,      2,  0.91,   0.85,     0.90,     0.95
001662,     5,      4,  0.78,   0.76,     0.77,     0.98
001664,     1,      1,  0.90,   0.79,     1.00,     0.79
001664,     2,      2,  0.90,   0.85,     0.83,     1.03
001665,     0,      1,  0.92,   0.77,     1.00,     0.77
001665,     2,      2,  0.76,   0.76,     0.86,     0.88
001666,     0,      0,  0.89,   0.78,     1.00,     0.78
001666,     1,      1,  0.93,   0.85,     0.84,     1.01
001666,     2,      2,  0.91,   0.85,     0.86,     1.00
001666,     3,      3,  0.87,   0.59,     0.41,     1.43
001670,     3,      1,  0.85,   0.78,     0.89,     0.87
001675,     1,      0,  0.88,   0.86,     0.83,     1.03
001680,     1,      0,  0.91,   0.81,     0.93,     0.88
001680,     2,      1,  0.86,   0.85,     0.80,     1.07
001680,     3,      2,  0.87,   0.85,     0.80,     1.05
001682,     1,      1,  0.88,   0.75,     1.00,     0.75
001682,     4,      2,  0.82,   0.71,     1.00,     0.71
001683,     0,      0,  0.92,   0.78,     1.00,     0.78
001683,     2,      1,  0.85,   0.74,     1.00,     0.74
001683,     3,      2,  0.89,   0.79,     0.89,     0.89
001683,     4,      3,  0.77,   0.77,     0.81,     0.96
001683,     5,      7,  0.82,   0.80,     0.68,     1.16
001683,     7,      4,  0.81,   0.83,     0.74,     1.13
001684,     1,      1,  0.70,   0.74,     0.73,     1.02
001693,    11,      1,  0.58,   0.49,     0.33,     1.46
001693,    12,      0,  0.86,   0.81,     0.95,     0.85
001694,     0,      0,  0.82,   0.78,     0.90,     0.87
001697,     1,      3,  0.85,   0.85,     0.81,     1.06
001697,     2,      1,  0.93,   0.83,     0.91,     0.92
001697,     3,      0,  0.95,   0.81,     1.00,     0.81
001697,     5,      4,  0.91,   0.82,     0.89,     0.92
001697,     7,      5,  0.80,   0.71,     0.82,     0.87
001697,     8,      6,  0.78,   0.58,     0.39,     1.49
001699,     0,      0,  0.96,   0.77,     1.00,     0.77
001699,     1,      1,  0.82,   0.73,     0.62,     1.17
001699,     2,      3,  0.79,   0.79,     0.67,     1.17
001699,     3,      7,  0.00,   0.58,     0.73,     0.78
001699,     4,      2,  0.77,   0.80,     0.81,     0.99
001701,     1,      2,  0.87,   0.85,     0.88,     0.97
001701,     2,      6,  0.92,   0.81,     0.84,     0.97
001701,     3,      3,  0.90,   0.79,     0.67,     1.18
001701,     4,      7,  0.81,   0.81,     0.73,     1.10
001701,     5,      8,  0.86,   0.63,     0.48,     1.30
001701,     6,     11,  0.04,   0.53,     0.52,     1.03
001701,     8,      0,  0.89,   0.79,     1.00,     0.79
001702,     0,      0,  0.95,   0.77,     1.00,     0.77
001705,     0,      4,  0.94,   0.54,     0.43,     1.26
001705,     1,      0,  0.89,   0.77,     1.00,     0.77
001705,     5,      3,  0.69,   0.72,     0.71,     1.02
001705,     6,      5,  0.79,   0.81,     0.78,     1.04
001705,     9,      7,  0.87,   0.80,     0.79,     1.01
001706,     1,      0,  0.91,   0.82,     0.93,     0.88
001706,     2,      1,  0.85,   0.87,     0.82,     1.06
001707,     0,      0,  0.67,   0.62,     0.60,     1.02
001709,     0,      0,  0.91,   0.77,     1.00,     0.77
001709,     1,      3,  0.94,   0.77,     1.00,     0.77
001709,     2,      2,  0.87,   0.80,     0.92,     0.86
001709,     3,      1,  0.83,   0.75,     0.92,     0.81
001709,     4,      4,  0.73,   0.68,     0.93,     0.74
001709,     5,      5,  0.93,   0.90,     0.82,     1.10
001709,     6,      6,  0.89,   0.81,     0.65,     1.25
001710,     0,      2,  0.93,   0.78,     1.00,     0.78
001710,     1,      1,  0.88,   0.79,     0.95,     0.82
001710,     3,      0,  0.87,   0.86,     0.91,     0.95
001710,     4,      4,  0.90,   0.84,     0.91,     0.92
001710,     5,      5,  0.90,   0.90,     0.85,     1.06
001710,     6,      6,  0.89,   0.85,     0.76,     1.12
001711,     1,      2,  0.04,   0.56,     0.75,     0.74
001711,     2,     -1,  0.00,   0.00,     0.65,     0.00
001713,     1,      0,  0.91,   0.86,     0.75,     1.15
001714,     0,      0,  0.80,   0.77,     1.00,     0.77
001714,    12,      2,  0.47,   0.53,     0.39,     1.36
001718,     1,      4,  0.85,   0.86,     0.82,     1.04
001718,     2,      5,  0.90,   0.81,     0.82,     0.98
001718,     3,      6,  0.85,   0.84,     0.75,     1.12
001718,     6,      0,  0.92,   0.78,     1.00,     0.78
001719,     0,      0,  0.82,   0.43,     0.31,     1.39
001721,     1,      0,  0.76,   0.75,     0.87,     0.87
001721,     2,      1,  0.83,   0.49,     0.39,     1.26
001721,     3,      5,  0.90,   0.88,     0.84,     1.05
001721,     4,      3,  0.89,   0.84,     0.76,     1.10
001721,     7,      4,  0.84,   0.53,     0.43,     1.22
001721,     8,      7,  0.68,   0.73,     0.75,     0.98
001722,     0,      2,  0.64,   0.67,     0.75,     0.89
001722,     1,      1,  0.69,   0.67,     0.67,     1.01
001722,     2,      0,  0.89,   0.80,     0.89,     0.90
001726,     0,      1,  0.79,   0.50,     0.37,     1.36
001726,     1,      0,  0.94,   0.78,     0.95,     0.83
001727,     0,      0,  0.90,   0.82,     0.93,     0.89
001729,     1,      1,  0.87,   0.86,     0.84,     1.03
001732,     0,      0,  0.90,   0.81,     0.82,     0.98
001733,     0,      0,  0.89,   0.78,     1.00,     0.78
001733,     1,      2,  0.81,   0.82,     0.92,     0.90
001733,     2,      1,  0.91,   0.86,     0.88,     0.97
001733,     3,      3,  0.90,   0.88,     0.88,     1.00
001733,     4,      4,  0.89,   0.91,     0.78,     1.16
001733,     7,      5,  0.92,   0.88,     0.72,     1.22
001740,     2,      1,  0.90,   0.82,     0.90,     0.91
001740,     3,      2,  0.94,   0.88,     0.87,     1.01
001740,     4,      3,  0.82,   0.79,     0.70,     1.14
001741,     1,      0,  0.93,   0.78,     1.00,     0.78
001741,     3,      1,  0.92,   0.79,     1.00,     0.79
001741,     4,      2,  0.87,   0.82,     0.92,     0.89
001741,     6,      4,  0.92,   0.86,     0.85,     1.01
001741,     7,      5,  0.84,   0.71,     0.59,     1.20
001741,     8,     12,  0.24,   0.38,     0.46,     0.82
001742,     0,      4,  0.93,   0.87,     0.77,     1.12
001742,     2,      0,  0.94,   0.79,     0.90,     0.88
001742,     3,      1,  0.92,   0.81,     0.92,     0.87
001742,     5,      7,  0.85,   0.46,     0.32,     1.44
001742,     6,      2,  0.88,   0.82,     0.87,     0.94
001745,     0,      4,  0.96,   0.82,     0.93,     0.88
001745,     2,      1,  0.91,   0.76,     1.00,     0.76
001745,     3,      2,  0.91,   0.85,     0.88,     0.96
001745,     4,      6,  0.87,   0.84,     0.73,     1.14
001745,     5,      3,  0.91,   0.86,     0.81,     1.06
001745,     6,      7,  0.83,   0.53,     0.42,     1.25
001745,     7,      5,  0.93,   0.81,     0.68,     1.20
001746,     0,      4,  0.96,   0.76,     1.00,     0.76
001746,     2,      1,  0.88,   0.78,     0.90,     0.87
001746,     5,      7,  0.82,   0.78,     0.79,     0.98
001746,     6,      8,  0.56,   0.64,     0.88,     0.73
001746,     7,      5,  0.82,   0.83,     0.74,     1.11
001749,     0,      0,  0.95,   0.83,     0.79,     1.06
001750,     5,      1,  0.93,   0.79,     0.91,     0.87
001750,     6,      2,  0.79,   0.78,     0.63,     1.25
001751,     0,      2,  0.71,   0.41,     0.28,     1.46
001751,     1,      0,  0.86,   0.74,     1.00,     0.74
001751,     2,      1,  0.91,   0.82,     0.92,     0.89
001751,     3,      3,  0.84,   0.65,     0.50,     1.32
001755,     1,      0,  0.82,   0.80,     0.87,     0.93
001755,     2,      1,  0.90,   0.80,     0.91,     0.88
001755,     3,      2,  0.92,   0.74,     0.59,     1.27
001762,     0,      0,  0.91,   0.82,     0.91,     0.90
001762,     1,      1,  0.92,   0.86,     0.88,     0.98
