frame, gt_idx, det_idx,  IoU, JIoU(gt_unc&det_unc), JIoU(gt_unc&gt), JIoU(gt_unc&det), JIoU ratio
000006,     3,      2,  0.74,   0.54,     0.45,     0.44,     1.20
000021,     7,      6,  0.35,   0.41,     0.38,     0.15,     1.08
000025,     5,      5,  0.79,   0.49,     0.40,     0.43,     1.22
000035,     0,      2,  0.85,   0.34,     0.27,     0.27,     1.23
000037,     2,      1,  0.14,   0.57,     0.65,     0.13,     0.87
000042,     0,      0,  0.89,   0.43,     0.36,     0.35,     1.17
000047,     3,     -1,  0.00,   0.00,     0.35,     0.00,     0.00
000047,     7,      5,  0.79,   0.49,     0.38,     0.38,     1.28
000047,     8,      4,  0.81,   0.48,     0.44,     0.43,     1.09
000052,     3,     -1,  0.00,   0.00,     0.27,     0.00,     0.00
000053,     6,      6,  0.85,   0.65,     0.56,     0.56,     1.15
000059,     1,      3,  0.82,   0.70,     0.67,     0.64,     1.03
000061,     2,     -1,  0.00,   0.00,     0.39,     0.00,     0.00
000066,     1,      1,  0.84,   0.74,     0.69,     0.66,     1.07
000089,     4,      3,  0.94,   0.48,     0.44,     0.44,     1.08
000089,     5,      5,  0.78,   0.70,     0.67,     0.60,     1.04
000093,     4,      6,  0.63,   0.49,     0.38,     0.41,     1.31
000102,     2,      0,  0.26,   0.35,     0.30,     0.27,     1.17
000104,     4,     -1,  0.00,   0.00,     0.33,     0.00,     0.00
000104,     6,      4,  0.52,   0.52,     0.41,     0.39,     1.26
000106,     0,      3,  0.84,   0.35,     0.29,     0.29,     1.18
000107,     4,      6,  0.80,   0.73,     0.65,     0.65,     1.13
000107,     5,      4,  0.85,   0.71,     0.67,     0.62,     1.05
000107,     6,      7,  0.62,   0.26,     0.20,     0.19,     1.29
000117,     6,     -1,  0.00,   0.00,     0.57,     0.00,     0.00
000117,     7,      6,  0.82,   0.63,     0.57,     0.55,     1.11
000124,     0,      2,  0.37,   0.51,     0.38,     0.25,     1.34
000134,    13,     -1,  0.00,   0.00,     0.38,     0.00,     0.00
000134,    14,      2,  0.53,   0.55,     0.46,     0.39,     1.19
000135,     4,      7,  0.91,   0.44,     0.37,     0.36,     1.18
000137,     0,      1,  0.25,   0.45,     0.36,     0.08,     1.23
000139,     0,      2,  0.52,   0.40,     0.35,     0.19,     1.12
000140,     3,      3,  0.72,   0.68,     0.61,     0.58,     1.11
000143,     1,      3,  0.05,   0.59,     0.53,     0.03,     1.12
000143,     2,      2,  0.64,   0.68,     0.66,     0.60,     1.04
000152,     2,      1,  0.84,   0.69,     0.69,     0.64,     1.00
000152,     6,      5,  0.84,   0.51,     0.39,     0.41,     1.29
000159,     4,      3,  0.88,   0.74,     0.69,     0.69,     1.06
000159,     6,      6,  0.93,   0.48,     0.42,     0.42,     1.15
000161,     6,     13,  0.76,   0.49,     0.40,     0.37,     1.22
000161,    10,      9,  0.63,   0.45,     0.47,     0.37,     0.97
000161,    11,      7,  0.95,   0.78,     0.69,     0.69,     1.13
000161,    12,      6,  0.84,   0.71,     0.66,     0.66,     1.07
000168,     1,      2,  0.82,   0.48,     0.45,     0.42,     1.07
000169,     4,      6,  0.86,   0.66,     0.59,     0.58,     1.12
000169,     9,      9,  0.84,   0.65,     0.58,     0.56,     1.13
000169,    13,      7,  0.94,   0.66,     0.64,     0.64,     1.04
000169,    14,     -1,  0.00,   0.00,     0.39,     0.00,     0.00
000173,     6,      5,  0.66,   0.35,     0.24,     0.28,     1.42
000175,     1,      2,  0.89,   0.49,     0.42,     0.42,     1.18
000181,     7,      9,  0.76,   0.75,     0.70,     0.67,     1.08
000181,    11,     -1,  0.00,   0.00,     0.40,     0.00,     0.00
000183,     4,      5,  0.03,   0.54,     0.48,     0.03,     1.12
000183,     5,      4,  0.90,   0.76,     0.68,     0.69,     1.13
000188,     2,      3,  0.87,   0.70,     0.62,     0.63,     1.13
000191,     0,      6,  0.90,   0.42,     0.40,     0.39,     1.07
000191,     4,      4,  0.88,   0.61,     0.59,     0.58,     1.04
000191,     8,      7,  0.91,   0.29,     0.25,     0.25,     1.17
000191,     9,     -1,  0.00,   0.00,     0.50,     0.00,     0.00
000192,     0,      5,  0.92,   0.30,     0.28,     0.26,     1.07
000197,     4,      4,  0.96,   0.50,     0.46,     0.46,     1.09
000201,     7,      8,  0.03,   0.55,     0.43,     0.01,     1.29
000201,     8,      6,  0.80,   0.67,     0.68,     0.59,     1.00
000204,     0,      1,  0.76,   0.29,     0.23,     0.25,     1.30
000211,     5,      4,  0.55,   0.46,     0.44,     0.40,     1.04
000211,     6,      3,  0.87,   0.39,     0.36,     0.34,     1.07
000213,     9,      8,  0.86,   0.31,     0.29,     0.29,     1.09
000216,     0,      1,  0.78,   0.51,     0.49,     0.48,     1.04
000218,     5,      5,  0.90,   0.56,     0.54,     0.51,     1.05
000226,     2,      5,  0.82,   0.74,     0.65,     0.66,     1.13
000226,     3,     -1,  0.00,   0.00,     0.69,     0.00,     0.00
000229,     0,      1,  0.69,   0.29,     0.27,     0.25,     1.11
000231,     3,      4,  0.70,   0.37,     0.28,     0.30,     1.31
000235,     0,      3,  0.83,   0.33,     0.27,     0.27,     1.21
000236,     0,      2,  0.89,   0.43,     0.41,     0.41,     1.05
000236,     8,      8,  0.76,   0.76,     0.65,     0.61,     1.17
000242,     2,      2,  0.94,   0.72,     0.65,     0.65,     1.10
000246,     0,      4,  0.86,   0.42,     0.39,     0.39,     1.06
000246,     5,      2,  0.92,   0.60,     0.56,     0.56,     1.09
000248,     0,      4,  0.91,   0.33,     0.30,     0.30,     1.09
000248,     4,      7,  0.85,   0.71,     0.63,     0.60,     1.12
000248,     7,      6,  0.88,   0.74,     0.68,     0.67,     1.10
000249,     0,      3,  0.97,   0.45,     0.43,     0.43,     1.06
000252,     1,      2,  0.81,   0.33,     0.24,     0.24,     1.37
000262,     6,      7,  0.72,   0.31,     0.26,     0.24,     1.20
000269,     1,      4,  0.41,   0.23,     0.20,     0.18,     1.16
000269,     3,      2,  0.89,   0.69,     0.66,     0.64,     1.04
000269,     5,      3,  0.76,   0.48,     0.43,     0.42,     1.11
000270,     0,      1,  0.83,   0.29,     0.24,     0.24,     1.18
000273,     5,     -1,  0.00,   0.00,     0.61,     0.00,     0.00
000279,     4,      4,  0.82,   0.42,     0.40,     0.36,     1.05
000281,     0,      0,  0.68,   0.49,     0.44,     0.44,     1.12
000284,     7,     15,  0.79,   0.74,     0.65,     0.59,     1.14
000291,     0,      1,  0.87,   0.55,     0.51,     0.51,     1.08
000291,     2,      2,  0.75,   0.48,     0.43,     0.41,     1.12
000293,     1,      1,  0.78,   0.51,     0.47,     0.46,     1.08
000297,     2,      3,  0.73,   0.37,     0.35,     0.28,     1.04
000301,     5,      4,  0.73,   0.53,     0.50,     0.46,     1.06
000301,     6,      5,  0.63,   0.34,     0.27,     0.24,     1.24
000302,     2,      5,  0.04,   0.31,     0.36,     0.05,     0.86
000305,     4,     -1,  0.00,   0.00,     0.43,     0.00,     0.00
000309,     2,      3,  0.71,   0.46,     0.39,     0.41,     1.19
000311,     7,      5,  0.76,   0.40,     0.38,     0.37,     1.06
000311,     8,      6,  0.77,   0.67,     0.66,     0.62,     1.01
000314,     1,     -1,  0.00,   0.00,     0.52,     0.00,     0.00
000319,     0,      3,  0.66,   0.32,     0.27,     0.27,     1.19
000323,     4,      5,  0.94,   0.74,     0.67,     0.67,     1.10
000328,     7,      7,  0.89,   0.75,     0.65,     0.65,     1.15
000329,     0,      0,  0.77,   0.38,     0.32,     0.32,     1.18
000335,     5,      5,  0.13,   0.57,     0.68,     0.12,     0.84
000336,    11,      2,  0.14,   0.28,     0.39,     0.12,     0.72
000340,     1,      2,  0.52,   0.63,     0.61,     0.40,     1.03
000343,     2,      3,  0.89,   0.58,     0.51,     0.53,     1.14
000345,     5,     -1,  0.00,   0.00,     0.37,     0.00,     0.00
000346,     5,      9,  0.79,   0.66,     0.58,     0.58,     1.14
000350,     4,      7,  0.85,   0.60,     0.49,     0.49,     1.23
000350,     5,      4,  0.98,   0.61,     0.57,     0.57,     1.07
000350,     6,      5,  0.86,   0.64,     0.58,     0.58,     1.09
000350,     7,      6,  0.87,   0.51,     0.45,     0.44,     1.13
000351,     0,      2,  0.90,   0.55,     0.53,     0.53,     1.04
000351,     3,     -1,  0.00,   0.00,     0.35,     0.00,     0.00
000352,     7,      6,  0.80,   0.65,     0.63,     0.57,     1.03
000354,     5,      5,  0.70,   0.37,     0.30,     0.31,     1.24
000356,     5,      5,  0.88,   0.39,     0.35,     0.35,     1.12
000357,     0,      6,  0.87,   0.36,     0.33,     0.33,     1.08
000357,     3,      5,  0.82,   0.73,     0.70,     0.64,     1.05
000359,     0,      1,  0.75,   0.36,     0.22,     0.21,     1.68
000361,     3,      4,  0.87,   0.68,     0.63,     0.61,     1.09
000362,     9,      5,  0.90,   0.71,     0.67,     0.66,     1.05
000366,     1,      1,  0.80,   0.32,     0.30,     0.28,     1.07
000369,     3,      7,  0.99,   0.65,     0.59,     0.59,     1.10
000369,     6,      5,  0.74,   0.59,     0.54,     0.54,     1.09
000369,     7,     -1,  0.00,   0.00,     0.19,     0.00,     0.00
000370,     5,      5,  0.74,   0.67,     0.64,     0.61,     1.03
000373,     1,      1,  0.81,   0.70,     0.67,     0.63,     1.05
000373,     2,      2,  0.84,   0.63,     0.58,     0.56,     1.08
000376,     0,      3,  0.86,   0.34,     0.28,     0.28,     1.21
000378,     1,      2,  0.00,   0.46,     0.40,     0.00,     1.16
000385,     3,      3,  0.85,   0.77,     0.70,     0.67,     1.10
000385,     4,      4,  0.88,   0.34,     0.32,     0.30,     1.07
000386,     0,      4,  0.93,   0.52,     0.49,     0.49,     1.05
000386,     5,      7,  0.77,   0.69,     0.62,     0.54,     1.11
000391,     0,      1,  0.89,   0.42,     0.39,     0.39,     1.07
000392,     7,      9,  0.76,   0.71,     0.62,     0.61,     1.14
000393,     7,      8,  0.92,   0.59,     0.52,     0.52,     1.13
000395,    10,      6,  0.78,   0.67,     0.65,     0.61,     1.03
000397,     5,      3,  0.94,   0.60,     0.56,     0.56,     1.06
000401,     5,      4,  0.84,   0.61,     0.59,     0.55,     1.04
000401,     8,      6,  0.72,   0.30,     0.23,     0.24,     1.31
000401,     9,      7,  0.63,   0.28,     0.26,     0.23,     1.08
000403,     5,      2,  0.85,   0.57,     0.51,     0.51,     1.12
000404,    10,     -1,  0.00,   0.00,     0.32,     0.00,     0.00
000413,     0,      1,  0.72,   0.34,     0.28,     0.28,     1.20
000415,     8,      9,  0.78,   0.62,     0.63,     0.59,     0.97
000427,     7,      5,  0.86,   0.68,     0.57,     0.56,     1.19
000429,     9,     10,  0.82,   0.55,     0.51,     0.48,     1.06
000430,     1,      2,  0.67,   0.45,     0.34,     0.35,     1.34
000436,     7,      5,  0.83,   0.33,     0.30,     0.29,     1.07
000436,    10,      7,  0.77,   0.49,     0.46,     0.42,     1.08
000440,     0,      1,  0.72,   0.35,     0.28,     0.28,     1.25
000443,     6,      7,  0.75,   0.27,     0.27,     0.20,     1.01
000448,     1,      0,  0.84,   0.52,     0.51,     0.47,     1.04
000453,     3,      3,  0.81,   0.49,     0.42,     0.42,     1.16
000454,     1,      0,  0.91,   0.74,     0.70,     0.68,     1.06
000457,     0,      0,  0.91,   0.48,     0.45,     0.45,     1.06
000459,     1,      1,  0.87,   0.61,     0.57,     0.57,     1.07
000459,     2,      3,  0.80,   0.44,     0.37,     0.36,     1.20
000463,     3,      5,  0.76,   0.71,     0.68,     0.66,     1.04
000472,     4,      3,  0.85,   0.39,     0.33,     0.34,     1.19
000473,     0,      0,  0.86,   0.75,     0.70,     0.68,     1.08
000475,     6,      6,  0.83,   0.46,     0.38,     0.40,     1.19
000475,     7,      7,  0.78,   0.67,     0.59,     0.57,     1.13
000478,     3,      2,  0.32,   0.58,     0.47,     0.19,     1.23
000485,     3,      5,  0.61,   0.46,     0.38,     0.37,     1.23
000486,     7,      6,  0.85,   0.39,     0.31,     0.33,     1.24
000491,     0,      2,  0.75,   0.68,     0.67,     0.65,     1.02
000491,     3,      3,  0.91,   0.74,     0.67,     0.66,     1.11
000492,     0,      2,  0.89,   0.71,     0.67,     0.66,     1.05
000492,     6,      8,  0.64,   0.51,     0.42,     0.42,     1.22
000492,     7,      5,  0.81,   0.58,     0.55,     0.48,     1.05
000492,     9,      6,  0.88,   0.70,     0.66,     0.67,     1.07
000493,     4,      5,  0.82,   0.65,     0.57,     0.57,     1.13
000493,     5,      3,  0.89,   0.72,     0.65,     0.64,     1.12
000494,     0,      1,  0.81,   0.50,     0.47,     0.46,     1.07
000494,     4,      4,  0.70,   0.71,     0.66,     0.63,     1.08
000503,     0,      1,  0.85,   0.54,     0.50,     0.50,     1.06
000506,     0,      3,  0.85,   0.24,     0.21,     0.21,     1.16
000508,     0,      0,  0.66,   0.55,     0.53,     0.50,     1.04
000515,     0,      4,  0.89,   0.49,     0.46,     0.46,     1.06
000515,     4,      7,  0.72,   0.71,     0.70,     0.61,     1.02
000517,     3,      5,  0.47,   0.54,     0.44,     0.28,     1.23
000519,     8,      8,  0.85,   0.73,     0.66,     0.63,     1.11
000519,    10,     13,  0.74,   0.31,     0.23,     0.23,     1.39
000521,     0,      2,  0.88,   0.33,     0.28,     0.28,     1.20
000521,     2,      1,  0.86,   0.49,     0.44,     0.42,     1.12
000524,     0,      4,  0.24,   0.40,     0.23,     0.15,     1.78
000527,     0,      5,  0.88,   0.43,     0.40,     0.39,     1.07
000527,     4,      4,  0.86,   0.52,     0.49,     0.47,     1.07
000533,     0,     -1,  0.00,   0.00,     0.31,     0.00,     0.00
000541,     5,      4,  0.79,   0.74,     0.70,     0.67,     1.06
000542,     4,      4,  0.67,   0.69,     0.66,     0.58,     1.04
000554,     6,      7,  0.85,   0.73,     0.68,     0.67,     1.07
000554,     7,      4,  0.93,   0.66,     0.63,     0.63,     1.05
000558,     0,      4,  0.97,   0.51,     0.48,     0.48,     1.07
000567,     2,      2,  0.86,   0.62,     0.57,     0.55,     1.08
000567,     5,      6,  0.33,   0.39,     0.32,     0.11,     1.22
000569,     0,      2,  0.86,   0.28,     0.23,     0.23,     1.21
000572,     0,      3,  0.94,   0.38,     0.36,     0.35,     1.06
000572,     8,      8,  0.74,   0.51,     0.45,     0.41,     1.13
000583,     0,      0,  0.64,   0.55,     0.57,     0.50,     0.96
000589,     0,      4,  0.83,   0.39,     0.35,     0.35,     1.13
000590,    11,     10,  0.84,   0.61,     0.56,     0.55,     1.10
000590,    14,     17,  0.87,   0.57,     0.49,     0.49,     1.17
000590,    16,     -1,  0.00,   0.00,     0.55,     0.00,     0.00
000590,    17,      9,  0.84,   0.66,     0.60,     0.60,     1.09
000600,     0,      2,  0.84,   0.52,     0.50,     0.50,     1.03
000600,     2,      4,  0.81,   0.54,     0.49,     0.51,     1.10
000600,     4,     -1,  0.00,   0.00,     0.28,     0.00,     0.00
000600,     8,     -1,  0.00,   0.00,     0.67,     0.00,     0.00
000601,     3,      0,  0.79,   0.67,     0.58,     0.53,     1.16
000611,     0,      1,  0.66,   0.45,     0.39,     0.40,     1.16
000612,     9,      9,  0.84,   0.73,     0.69,     0.69,     1.06
000612,    10,     12,  0.94,   0.65,     0.58,     0.58,     1.12
000613,     5,      4,  0.79,   0.76,     0.64,     0.65,     1.18
000614,     6,      3,  0.86,   0.31,     0.30,     0.28,     1.04
000619,     2,      4,  0.69,   0.62,     0.64,     0.52,     0.98
000620,     5,      6,  0.37,   0.48,     0.56,     0.41,     0.86
000626,     4,      3,  0.09,   0.57,     0.45,     0.07,     1.26
000628,     4,      5,  0.90,   0.72,     0.68,     0.68,     1.05
000628,     7,     13,  0.13,   0.39,     0.51,     0.07,     0.76
000628,     9,     11,  0.56,   0.29,     0.24,     0.21,     1.23
000628,    11,     -1,  0.00,   0.00,     0.43,     0.00,     0.00
000628,    12,     15,  0.85,   0.76,     0.65,     0.65,     1.16
000628,    13,      7,  0.97,   0.61,     0.53,     0.53,     1.15
000630,     0,      0,  0.62,   0.46,     0.40,     0.41,     1.14
000645,     0,      1,  0.89,   0.75,     0.70,     0.66,     1.07
000645,     3,     -1,  0.00,   0.00,     0.35,     0.00,     0.00
000647,     3,      1,  0.95,   0.61,     0.58,     0.58,     1.06
000650,     0,      1,  0.87,   0.34,     0.27,     0.26,     1.25
000669,     0,      4,  0.87,   0.38,     0.36,     0.35,     1.06
000669,     5,      3,  0.77,   0.64,     0.66,     0.56,     0.97
000669,    10,      7,  0.75,   0.30,     0.20,     0.19,     1.45
000674,     7,      4,  0.78,   0.55,     0.51,     0.52,     1.08
000677,     7,      6,  0.81,   0.69,     0.68,     0.64,     1.02
000677,     8,      7,  0.81,   0.38,     0.34,     0.30,     1.12
000683,     0,      0,  0.79,   0.40,     0.33,     0.34,     1.20
000684,     4,      4,  0.84,   0.47,     0.42,     0.39,     1.11
000691,     6,      4,  0.87,   0.61,     0.56,     0.56,     1.10
000692,     7,     -1,  0.00,   0.00,     0.63,     0.00,     0.00
000694,     8,      8,  0.82,   0.64,     0.62,     0.59,     1.03
000696,     4,      3,  0.84,   0.73,     0.68,     0.65,     1.08
000696,     5,      4,  0.73,   0.70,     0.69,     0.61,     1.02
000702,     0,      0,  0.66,   0.53,     0.50,     0.47,     1.06
000706,     3,      4,  0.80,   0.55,     0.40,     0.41,     1.39
000716,     0,      0,  0.84,   0.59,     0.55,     0.55,     1.06
000716,     1,      1,  0.68,   0.56,     0.58,     0.50,     0.95
000718,     9,      0,  0.73,   0.32,     0.27,     0.25,     1.20
000725,     0,      6,  0.93,   0.28,     0.26,     0.26,     1.09
000725,     6,      5,  0.82,   0.59,     0.54,     0.50,     1.08
000734,     7,     -1,  0.00,   0.00,     0.22,     0.00,     0.00
000734,     8,      6,  0.76,   0.68,     0.67,     0.62,     1.01
000737,     7,      7,  0.68,   0.62,     0.59,     0.54,     1.05
000741,     4,      5,  0.89,   0.60,     0.54,     0.54,     1.10
000745,     0,      2,  0.92,   0.56,     0.53,     0.52,     1.06
000745,     2,      5,  0.77,   0.71,     0.61,     0.60,     1.17
000745,     4,      4,  0.72,   0.51,     0.46,     0.44,     1.12
000752,     5,     -1,  0.00,   0.00,     0.47,     0.00,     0.00
000752,     6,      5,  0.87,   0.70,     0.67,     0.62,     1.04
000752,     9,      6,  0.77,   0.64,     0.55,     0.44,     1.18
000754,     4,      3,  0.90,   0.52,     0.46,     0.47,     1.14
000754,     6,      4,  0.85,   0.77,     0.70,     0.70,     1.11
000756,     0,      7,  0.97,   0.38,     0.35,     0.35,     1.09
000766,     1,      2,  0.35,   0.47,     0.67,     0.38,     0.70
000768,     0,      6,  0.91,   0.43,     0.40,     0.40,     1.06
000768,     9,      9,  0.90,   0.57,     0.49,     0.49,     1.17
000772,     3,      3,  0.26,   0.37,     0.25,     0.11,     1.49
000773,     0,      0,  0.26,   0.30,     0.24,     0.25,     1.28
000774,     1,      1,  0.58,   0.58,     0.55,     0.44,     1.07
000778,     4,      4,  0.93,   0.37,     0.34,     0.34,     1.10
000778,     5,      5,  0.44,   0.54,     0.43,     0.26,     1.25
000790,     2,      2,  0.91,   0.64,     0.54,     0.54,     1.17
000792,     0,      4,  0.83,   0.42,     0.34,     0.36,     1.23
000792,     1,      0,  0.79,   0.61,     0.54,     0.51,     1.13
000795,     5,      3,  0.80,   0.51,     0.46,     0.46,     1.11
000795,     7,      5,  0.82,   0.51,     0.47,     0.47,     1.08
000795,     8,     12,  0.84,   0.78,     0.68,     0.65,     1.14
000802,     6,      6,  0.89,   0.49,     0.43,     0.44,     1.13
000804,     0,      3,  0.87,   0.42,     0.35,     0.35,     1.19
000805,     3,     -1,  0.00,   0.00,     0.34,     0.00,     0.00
000805,     6,      6,  0.87,   0.74,     0.64,     0.63,     1.14
000805,     8,      7,  0.01,   0.28,     0.19,     0.00,     1.47
000809,     6,      5,  0.80,   0.61,     0.60,     0.56,     1.02
000809,    10,      6,  0.73,   0.25,     0.23,     0.22,     1.07
000812,     0,      0,  0.69,   0.59,     0.59,     0.53,     1.01
000819,     0,      6,  0.89,   0.43,     0.40,     0.40,     1.07
000831,    12,     13,  0.85,   0.41,     0.35,     0.34,     1.19
000837,     0,      3,  0.87,   0.61,     0.60,     0.60,     1.01
000837,     5,     -1,  0.00,   0.00,     0.28,     0.00,     0.00
000837,     6,      5,  0.88,   0.72,     0.68,     0.65,     1.06
000837,     9,      6,  0.01,   0.65,     0.58,     0.02,     1.11
000843,     5,      4,  0.90,   0.51,     0.45,     0.45,     1.13
000843,     6,      6,  0.79,   0.66,     0.57,     0.53,     1.15
000844,     2,      0,  0.72,   0.72,     0.70,     0.63,     1.03
000847,     4,     -1,  0.00,   0.00,     0.36,     0.00,     0.00
000849,     3,      4,  0.81,   0.70,     0.67,     0.63,     1.05
000850,     0,      3,  0.88,   0.54,     0.51,     0.51,     1.06
000850,     4,      4,  0.78,   0.41,     0.33,     0.35,     1.25
000850,     6,      5,  0.79,   0.56,     0.44,     0.42,     1.27
000852,     2,      2,  0.42,   0.66,     0.62,     0.34,     1.06
000869,     1,      0,  0.91,   0.52,     0.48,     0.48,     1.08
000869,     2,     -1,  0.00,   0.00,     0.32,     0.00,     0.00
000881,     0,     -1,  0.00,   0.00,     0.29,     0.00,     0.00
000884,     3,      3,  0.86,   0.72,     0.68,     0.65,     1.05
000899,     0,      0,  0.67,   0.51,     0.45,     0.44,     1.14
000904,     0,      2,  0.87,   0.48,     0.46,     0.46,     1.05
000909,     5,      5,  0.85,   0.69,     0.63,     0.62,     1.09
000912,     3,      3,  0.91,   0.71,     0.68,     0.67,     1.04
000912,     4,     -1,  0.00,   0.00,     0.23,     0.00,     0.00
000915,     5,      2,  0.81,   0.61,     0.60,     0.56,     1.02
000916,     0,      8,  0.78,   0.33,     0.29,     0.29,     1.16
000920,     3,      4,  0.88,   0.53,     0.48,     0.49,     1.10
000926,     1,      1,  0.86,   0.60,     0.54,     0.54,     1.11
000938,     0,      2,  0.72,   0.27,     0.22,     0.23,     1.22
000938,     2,      1,  0.77,   0.44,     0.36,     0.38,     1.24
000939,     0,      2,  0.81,   0.26,     0.21,     0.21,     1.24
000944,     2,     14,  0.02,   0.54,     0.65,     0.02,     0.84
000944,     3,      9,  0.02,   0.41,     0.67,     0.02,     0.61
000953,     1,      2,  0.89,   0.72,     0.63,     0.60,     1.14
000953,     2,      3,  0.81,   0.80,     0.69,     0.69,     1.15
000958,     3,      2,  0.78,   0.38,     0.36,     0.33,     1.05
000967,     1,      0,  0.78,   0.50,     0.47,     0.46,     1.06
000974,     0,      2,  0.64,   0.49,     0.43,     0.42,     1.15
000979,     0,      0,  0.66,   0.48,     0.42,     0.42,     1.15
000981,     2,      2,  0.06,   0.63,     0.63,     0.05,     1.00
000985,     7,     -1,  0.00,   0.00,     0.33,     0.00,     0.00
000986,     6,      6,  0.88,   0.72,     0.69,     0.67,     1.04
000991,     3,      3,  0.91,   0.67,     0.61,     0.60,     1.10
000999,    12,      2,  0.82,   0.37,     0.31,     0.29,     1.19
001002,     3,      3,  0.80,   0.39,     0.34,     0.33,     1.15
001006,     0,      0,  0.89,   0.61,     0.52,     0.53,     1.17
001008,     2,      1,  0.89,   0.33,     0.29,     0.28,     1.14
001010,     7,      8,  0.19,   0.38,     0.33,     0.06,     1.16
001013,     3,      4,  0.80,   0.71,     0.66,     0.62,     1.07
001013,     6,      5,  0.87,   0.75,     0.68,     0.66,     1.11
001013,     8,     -1,  0.00,   0.00,     0.49,     0.00,     0.00
001013,     9,      6,  0.77,   0.57,     0.55,     0.50,     1.04
001021,     2,      4,  0.79,   0.65,     0.64,     0.59,     1.01
001021,     3,      2,  0.83,   0.44,     0.41,     0.39,     1.07
001026,     1,      1,  0.82,   0.47,     0.41,     0.40,     1.15
001027,     0,      0,  0.60,   0.58,     0.65,     0.56,     0.88
001035,     7,      7,  0.82,   0.32,     0.27,     0.27,     1.17
001035,     8,      5,  0.91,   0.66,     0.63,     0.63,     1.05
001035,     9,      9,  0.86,   0.66,     0.63,     0.63,     1.05
001035,    10,      8,  0.92,   0.69,     0.64,     0.64,     1.09
001039,     1,      1,  0.83,   0.48,     0.46,     0.44,     1.06
001050,     5,      7,  0.84,   0.83,     0.64,     0.63,     1.29
001054,     7,     -1,  0.00,   0.00,     0.69,     0.00,     0.00
001054,    10,     -1,  0.00,   0.00,     0.42,     0.00,     0.00
001055,     7,      8,  0.72,   0.61,     0.54,     0.49,     1.12
001065,     7,     18,  0.89,   0.62,     0.55,     0.55,     1.13
001071,    10,     10,  0.81,   0.69,     0.64,     0.60,     1.08
001077,     5,     -1,  0.00,   0.00,     0.51,     0.00,     0.00
001077,    10,     14,  0.83,   0.65,     0.62,     0.57,     1.05
001083,     4,      3,  0.93,   0.71,     0.67,     0.67,     1.06
001086,     4,      3,  0.93,   0.48,     0.43,     0.44,     1.13
001086,     6,      5,  0.81,   0.44,     0.37,     0.37,     1.19
001089,     3,      3,  0.90,   0.71,     0.67,     0.67,     1.06
001089,     5,      5,  0.83,   0.47,     0.42,     0.42,     1.11
001094,     0,      6,  0.88,   0.30,     0.24,     0.25,     1.21
001095,     0,      0,  0.86,   0.49,     0.44,     0.44,     1.11
001096,     5,      5,  0.74,   0.79,     0.62,     0.60,     1.27
001102,     3,     11,  0.91,   0.82,     0.68,     0.68,     1.20
001102,     4,     -1,  0.00,   0.00,     0.34,     0.00,     0.00
001104,     4,     -1,  0.00,   0.00,     0.35,     0.00,     0.00
001104,     6,      4,  0.92,   0.67,     0.60,     0.60,     1.11
001108,     7,      7,  0.78,   0.71,     0.65,     0.61,     1.09
001108,     8,      9,  0.87,   0.37,     0.31,     0.30,     1.21
001108,     9,      6,  0.79,   0.73,     0.67,     0.67,     1.09
001116,     4,      4,  0.85,   0.44,     0.41,     0.39,     1.06
001120,     6,      5,  0.86,   0.37,     0.34,     0.35,     1.09
001120,     7,      6,  0.63,   0.45,     0.35,     0.25,     1.28
001123,     3,      2,  0.60,   0.63,     0.69,     0.55,     0.92
001125,     6,      8,  0.73,   0.53,     0.43,     0.44,     1.23
001125,     7,      5,  0.86,   0.68,     0.60,     0.58,     1.14
001127,     5,      4,  0.80,   0.40,     0.33,     0.36,     1.23
001129,     2,      2,  0.43,   0.43,     0.43,     0.25,     0.99
001129,     3,      1,  0.20,   0.34,     0.34,     0.25,     1.01
001131,     0,      3,  0.48,   0.36,     0.27,     0.21,     1.33
001133,     0,      2,  0.81,   0.34,     0.28,     0.28,     1.21
001136,     8,      7,  0.74,   0.57,     0.43,     0.42,     1.31
001138,     8,      6,  0.84,   0.28,     0.24,     0.22,     1.13
001138,     9,     -1,  0.00,   0.00,     0.24,     0.00,     0.00
001139,     4,      6,  0.43,   0.38,     0.33,     0.14,     1.17
001140,     4,      4,  0.89,   0.45,     0.39,     0.39,     1.15
001143,     0,      2,  0.73,   0.34,     0.28,     0.28,     1.23
001145,     0,      4,  0.73,   0.31,     0.25,     0.25,     1.23
001147,     3,      2,  0.95,   0.66,     0.62,     0.62,     1.06
001148,     0,      0,  0.82,   0.33,     0.29,     0.28,     1.15
001152,     1,      0,  0.85,   0.74,     0.66,     0.61,     1.12
001153,     4,      4,  0.63,   0.69,     0.69,     0.56,     1.00
001154,     2,      1,  0.92,   0.79,     0.70,     0.70,     1.13
001158,     0,      2,  0.90,   0.37,     0.34,     0.34,     1.08
001158,     5,     -1,  0.00,   0.00,     0.36,     0.00,     0.00
001162,     2,     11,  0.49,   0.29,     0.24,     0.21,     1.17
001163,     6,      6,  0.84,   0.72,     0.67,     0.64,     1.08
001163,     7,      7,  0.80,   0.26,     0.23,     0.23,     1.15
001172,     0,      1,  0.72,   0.58,     0.61,     0.52,     0.94
001172,     4,      5,  0.41,   0.63,     0.40,     0.24,     1.56
